"artist_name","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","disc_number","duration_ms","explicit","is_local","track_name","track_preview_url","track_number","type","album_name","key_name","mode_name","key_mode"
"Taylor Swift","album","2006-10-24",2006,"day",0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,1,232106,FALSE,FALSE,"Tim McGraw",NA,1,"track","Taylor Swift","C","major","C major"
"Taylor Swift","album","2006-10-24",2006,"day",0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,1,173066,FALSE,FALSE,"Picture To Burn",NA,2,"track","Taylor Swift","G","major","G major"
"Taylor Swift","album","2006-10-24",2006,"day",0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,4,1,203040,FALSE,FALSE,"Teardrops On My Guitar - Radio Single Remix",NA,3,"track","Taylor Swift","A#","major","A# major"
"Taylor Swift","album","2006-10-24",2006,"day",0.576,0.777,9,-2.881,1,0.0324,0.051,0,0.32,0.428,115.028,4,1,199200,FALSE,FALSE,"A Place in this World",NA,4,"track","Taylor Swift","A","major","A major"
"Taylor Swift","album","2006-10-24",2006,"day",0.418,0.482,5,-5.769,1,0.0266,0.217,0,0.123,0.261,175.558,4,1,239013,FALSE,FALSE,"Cold As You",NA,5,"track","Taylor Swift","F","major","F major"
"Taylor Swift","album","2006-10-24",2006,"day",0.589,0.805,5,-4.055,1,0.0293,0.00491,0,0.24,0.591,112.982,4,1,207106,FALSE,FALSE,"The Outside",NA,6,"track","Taylor Swift","F","major","F major"
"Taylor Swift","album","2006-10-24",2006,"day",0.479,0.578,2,-4.963,1,0.0294,0.525,0,0.0841,0.192,146.165,4,1,248106,FALSE,FALSE,"Tied Together with a Smile",NA,7,"track","Taylor Swift","D","major","D major"
"Taylor Swift","album","2006-10-24",2006,"day",0.594,0.629,8,-4.919,1,0.0246,0.0868,0,0.137,0.504,131.597,4,1,236053,FALSE,FALSE,"Stay Beautiful",NA,8,"track","Taylor Swift","G#","major","G# major"
"Taylor Swift","album","2006-10-24",2006,"day",0.476,0.777,4,-3.771,0,0.0289,0.0103,0,0.196,0.472,167.964,4,1,242200,FALSE,FALSE,"Should've Said No",NA,9,"track","Taylor Swift","E","minor","E minor"
"Taylor Swift","album","2006-10-24",2006,"day",0.403,0.627,2,-5.28,1,0.0292,0.0177,0,0.182,0.374,74.9,4,1,213080,FALSE,FALSE,"Mary's Song (Oh My My My)",NA,10,"track","Taylor Swift","D","major","D major"
"Taylor Swift","album","2006-10-24",2006,"day",0.668,0.672,2,-4.931,1,0.0303,0.111,0,0.329,0.539,89.011,4,1,201106,FALSE,FALSE,"Our Song",NA,11,"track","Taylor Swift","D","major","D major"
"Taylor Swift","album","2008-11-11",2008,"day",0.598,0.705,5,-4.394,1,0.0275,0.037,0,0.304,0.433,100.019,4,1,242826,FALSE,FALSE,"Fearless",NA,1,"track","Fearless","F","major","F major"
"Taylor Swift","album","2008-11-11",2008,"day",0.56,0.636,7,-4.453,1,0.0262,0.0602,0,0.148,0.209,95.431,4,1,294880,FALSE,FALSE,"Fifteen",NA,2,"track","Fearless","G","major","G major"
"Taylor Swift","album","2008-11-11",2008,"day",0.622,0.637,2,-5.401,1,0.0289,0.021,0.000144,0.189,0.291,119.054,4,1,234213,FALSE,FALSE,"Love Story",NA,3,"track","Fearless","D","major","D major"
"Taylor Swift","album","2008-11-11",2008,"day",0.843,0.555,6,-7.359,1,0.0316,0.177,1.34e-06,0.0977,0.815,116.001,4,1,254826,FALSE,FALSE,"Hey Stephen",NA,4,"track","Fearless","F#","major","F# major"
"Taylor Swift","album","2008-11-11",2008,"day",0.578,0.349,0,-8.025,1,0.0257,0.318,0,0.1,0.247,92.354,4,1,234906,FALSE,FALSE,"White Horse",NA,5,"track","Fearless","C","major","C major"
"Taylor Swift","album","2008-11-11",2008,"day",0.688,0.765,6,-4.451,1,0.0387,0.16,1.78e-05,0.103,0.431,129.967,4,1,231453,FALSE,FALSE,"You Belong With Me",NA,6,"track","Fearless","F#","major","F# major"
"Taylor Swift","album","2008-11-11",2008,"day",0.491,0.479,1,-7.396,1,0.0269,0.395,0,0.122,0.16,148.305,4,1,264373,FALSE,FALSE,"Breathe",NA,7,"track","Fearless","C#","major","C# major"
